lon,lat,name,description
8.037247516532883,44.721849492698475,CONAD SELF 24h,"CORSO ASTI SNC 12051, ALBA (CN) 13/1 12051 - ALBA - CN | Prezzo: 0.648 € | Data: 23/09/2025 07:47:41"
8.01036234462738,44.68729521549808,Erretre Alba,Corso Europa 87  12051 - ALBA - CN | Prezzo: 0.699 € | Data: 25/09/2025 18:00:37
8.021420299999999,44.6957015,Staz. di servizio IP - Gierre snc,Via Ognissanti 13 12051 - ALBA - CN | Prezzo: 0.726 € | Data: 24/09/2025 06:24:13
8.048579927587877,44.31354551612112,DISCAR BAGNASCO,"VIA SS.28 KM.64+000  - Via Nazionale SN 12071, BAGNASCO (CN) SN 12071 - BAGNASCO - CN | Prezzo: 0.669 € | Data: 29/09/2025 07:26:19"
7.338554,44.729755,306 Barge,SAN MARTINO S.P. STR PROV 29 KM   - BARGE - CN | Prezzo: 0.684 € | Data: 29/09/2025 00:13:15
7.6775872711639295,44.375949254376316,P.V. BEINETTE,"VIA VIA MONDOVI' 88 12081, BEINETTE (CN) 88 12081 - BEINETTE - CN | Prezzo: 0.628 € | Data: 26/09/2025 12:13:43"
7.4819885194301605,44.397320731420436,PV. SAN ROCCO DI BERNEZZO,"VIA FRAZIONE SAN ROCCO VIA VALLE GRANA 16 12010, BERNEZZO (CN) 16 12010 - BERNEZZO - CN | Prezzo: 0.628 € | Data: 26/09/2025 11:58:14"
7.505641579627991,44.34793246511676,CONAD,Via Cuneo 84/86 12011 - BORGO SAN DALMAZZO - CN | Prezzo: 0.628 € | Data: 29/09/2025 08:10:50
7.54624543484033,44.34710160910958,IP,Via Professor Mario Martini 12 12012 - BOVES - CN | Prezzo: 0.649 € | Data: 29/09/2025 07:47:16
7.829067707061768,44.684753364598976,Erretre BRA,"Strada Statale 702, Km. 3+589,50 dir. BRA  12042 - BRA - CN | Prezzo: 0.679 € | Data: 26/09/2025 12:00:47"
7.7636108322453765,44.704758581313314,RIO COLORE EST,"A6 TORINO-SAVONA, Km. 29.776, nord - 12042 - BRA - CN | Prezzo: 0.799 € | Data: 26/09/2025 10:50:43"
7.834268510341644,44.712858991781495,Socogas,VIA DON ORIONE 118 12942 - BRA - CN | Prezzo: 0.649 € | Data: 26/09/2025 19:20:32
7.486561237283529,44.53841883568332,gazoline cafè,"589 dei Laghi di Avigliana, Km. 147, busca - 12022 - BUSCA - CN | Prezzo: 0.649 € | Data: 25/09/2025 08:36:54"
7.44167223572731,44.42478395155908,area di servizio mercurio,via centallo  19 12023 - CARAGLIO - CN | Prezzo: 0.669 € | Data: 26/09/2025 20:24:08
8.058531788566054,44.743862693420226,A&B CARBURANTI S.N.C.,"231 di Santa Vittoria, Km. km.23+200, Santa Vittoria - 12050 - CASTAGNITO - CN | Prezzo: 0.699 € | Data: 24/09/2025 13:33:12"
7.686198,44.718459,Stazione IP Cavallermaggiore,STATALE 20 12030 - CAVALLERMAGGIORE - CN | Prezzo: 0.689 € | Data: 26/09/2025 18:13:42
7.631892715021177,44.463789626793215,MED - EL S.R.L.S. CENTALLO,LOCALITA' PEDAGGIO SOTTANO S.S. 231 KM 74 + 559  12044 - CENTALLO - CN | Prezzo: 0.639 € | Data: 10/09/2025 09:21:52
7.801283411045059,44.80318283734893,IP,S.P. 10 Km.21+225  12040 - CERESOLE ALBA - CN | Prezzo: 0.679 € | Data: 27/09/2025 10:02:24
8.044181720237702,44.38740414871915,distributore carburanti via consolata 72 ceva,"VIA VIA CONSOLATA 79 12073, CEVA (CN) 72 12073 - CEVA - CN | Prezzo: 0.729 € | Data: 26/09/2025 08:09:59"
8.037598729133606,44.376316089557044,tamoil,SP 225 51 12073 - CEVA - CN | Prezzo: 0.699 € | Data: 26/09/2025 09:54:33
7.817266222143542,44.66782759012737,DISCAR CHERASCO,"FRAZIONE RORETO STRADA STATALE 662 KM 1 + 212 S/N 12062, CHERASCO (CN) +212 S/N 12062 - CHERASCO - CN | Prezzo: 0.645 € | Data: 29/09/2025 07:28:21"
7.866538166999817,44.64581754587524,ERRETRE FONDOVALLE,STRADA PROVINCIALE FONDOVALLE 12 KM 0+680  12062 - CHERASCO - CN | Prezzo: 0.679 € | Data: 25/09/2025 19:00:36
7.805456221103668,44.666466021813584,Q8,"strada provinciale 662, km 2+244  12062 - CHERASCO - CN | Prezzo: 0.659 € | Data: 26/09/2025 11:13:55"
8.20094458758831,44.57297915825567,DISTRIBUTORE HELP CORTEMILIA,CORSO DIVISIONI ALPINE 193 12074 - CORTEMILIA - CN | Prezzo: 0.737 € | Data: 28/09/2025 23:16:25
7.552894,44.41241,00209 CUNEO,FRAZ. MADONNA DELL'OLMO VIA TORINO  135 00   - CUNEO - CN | Prezzo: 0.704 € | Data: 29/09/2025 00:20:44
7.521890998474112,44.37229534292166,AUTOLAVAGGIO VADO DA BENI CUNEO DE GASPERI,Corso A. de Gasperi 72 12100 - CUNEO - CN | Prezzo: 0.639 € | Data: 22/09/2025 08:36:01
7.554105073213577,44.423482127152454,CUNEO - VIA DELL AUTOMOBILE CLUB.,VIA DELL'AUTOMOBILE CLUB C/O C.C. GRAND'A SN 12100 - CUNEO - CN | Prezzo: 0.689 € | Data: 29/09/2025 01:05:14
7.523350864648819,44.378166101041806,Enercoop Cuneo,VIA CASCINA COLOMBARO 26/A 12100 - CUNEO - CN | Prezzo: 0.639 € | Data: 28/09/2025 11:16:40
7.556512355804443,44.42595740763378,EREDI SORLINO MARIO SNC,TORINO 238A/B/C 12100 - CUNEO - CN | Prezzo: 0.699 € | Data: 25/09/2025 11:44:28
